timestamp (seconds since 01/01/1970), system, entity , lat (rad), lon (rad), height (m), x (m), y (m), z (m), phi (rad), theta (rad), psi (rad), u (m/s), v (m/s), w (m/s), vx (m/s), vy (m/s), vz (m/s), p (rad/s), q (rad/s), r (rad/s), depth (m), alt (m)
1652101557.453928, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 109.752953, 259.114471, 6.643629, -0.040683, -0.041005, -0.274178, 1.060205, 0.242716, 0.005548, 1.083603, -0.050248, 0.038931, -0.043148, 0.039247, -0.154536, 0.505784, -1.000000
1652101557.507286, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 109.807571, 259.108124, 6.643957, -0.042262, -0.039071, -0.284359, 1.059458, 0.235978, 0.003410, 1.085181, -0.064382, 0.034571, -0.024124, 0.040098, -0.153888, 0.506112, -1.000000
1652101557.553912, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 109.856255, 259.102844, 6.643957, -0.042761, -0.037757, -0.292291, 1.058710, 0.229240, 0.003410, 1.082017, -0.079233, 0.033317, -0.019395, 0.041774, -0.157970, 0.506112, -1.000000
1652101557.604053, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 109.908607, 259.096680, 6.643957, -0.043811, -0.035855, -0.302335, 1.056334, 0.222584, 0.003410, 1.078504, -0.096324, 0.031323, -0.024130, 0.039968, -0.162288, 0.506112, -1.000000
1652101557.653891, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 109.960587, 259.090088, 6.643957, -0.044052, -0.034654, -0.310822, 1.053958, 0.215927, 0.003410, 1.073380, -0.111089, 0.030208, -0.010087, 0.040279, -0.166581, 0.506112, -1.000000
1652101557.704217, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.014015, 259.088928, 6.640504, -0.043148, -0.033229, -0.321059, 1.050482, 0.217202, 0.003644, 1.067856, -0.127622, 0.029345, 0.009745, 0.032499, -0.173684, 0.502659, -1.000000
1652101557.753872, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.066368, 259.085327, 6.640504, -0.042175, -0.032521, -0.329739, 1.047005, 0.218476, 0.003644, 1.063849, -0.134557, 0.028642, 0.014839, 0.027703, -0.178394, 0.502659, -1.000000
1652101557.803990, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.119194, 259.081177, 6.640504, -0.040441, -0.031979, -0.340199, 1.042393, 0.221951, 0.003644, 1.059541, -0.143311, 0.028287, 0.019206, 0.017438, -0.187114, 0.502659, -1.000000
1652101557.853897, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.171768, 259.076538, 6.640504, -0.038925, -0.031902, -0.349183, 1.037781, 0.225426, 0.003644, 1.055066, -0.147975, 0.028255, 0.026896, 0.010925, -0.190259, 0.502659, -1.000000
1652101557.904184, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.222763, 259.066284, 6.649982, -0.036114, -0.032422, -0.360068, 1.033026, 0.221745, 0.004327, 1.050266, -0.154522, 0.029828, 0.038012, -0.001129, -0.196739, 0.512137, -1.000000
1652101557.953960, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.273674, 259.057373, 6.649982, -0.034104, -0.033051, -0.369305, 1.028270, 0.218063, 0.004327, 1.043000, -0.165912, 0.030902, 0.037642, -0.007100, -0.196533, 0.512137, -1.000000
1652101558.007475, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.328423, 259.047180, 6.649982, -0.031086, -0.034455, -0.380725, 1.027027, 0.218837, 0.004327, 1.035195, -0.179427, 0.032971, 0.038698, -0.016110, -0.199476, 0.512137, -1.000000
1652101558.053889, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.375854, 259.037842, 6.649982, -0.029407, -0.035575, -0.389555, 1.025783, 0.219611, 0.004327, 1.032670, -0.187352, 0.034421, 0.029801, -0.021198, -0.194500, 0.512137, -1.000000
1652101558.104191, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.426498, 259.028412, 6.649019, -0.027190, -0.037506, -0.400758, 1.023268, 0.221530, 0.010761, 1.029433, -0.197419, 0.043248, 0.029579, -0.025208, -0.192184, 0.511174, -1.000000
1652101558.153881, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.476616, 259.018188, 6.649019, -0.025669, -0.038777, -0.409930, 1.020752, 0.223449, 0.010761, 1.025973, -0.204072, 0.044738, 0.032669, -0.025989, -0.184497, 0.511174, -1.000000
1652101558.204065, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.527023, 259.007355, 6.649019, -0.023100, -0.040500, -0.420731, 1.019336, 0.217437, 0.010761, 1.022102, -0.212334, 0.046922, 0.038699, -0.021687, -0.176583, 0.511174, -1.000000
1652101558.253881, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.577194, 258.996063, 6.649019, -0.021587, -0.041423, -0.429488, 1.017921, 0.211426, 0.010761, 1.016354, -0.226133, 0.048273, 0.034280, -0.018694, -0.168035, 0.511174, -1.000000
1652101558.304285, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.630951, 258.984589, 6.649829, -0.019515, -0.042240, -0.439625, 1.019955, 0.207672, 0.011425, 1.010089, -0.241223, 0.050274, 0.031256, -0.007172, -0.157780, 0.511984, -1.000000
1652101558.353899, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.682579, 258.972717, 6.649829, -0.018557, -0.042388, -0.447618, 1.021988, 0.203917, 0.011425, 1.008315, -0.253550, 0.050784, 0.019694, -0.000363, -0.151140, 0.511984, -1.000000
1652101558.404078, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.734665, 258.960266, 6.649829, -0.018302, -0.041892, -0.456927, 1.024165, 0.207319, 0.011425, 1.006095, -0.267201, 0.050484, -0.003180, 0.014304, -0.142379, 0.511984, -1.000000
1652101558.453896, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.786316, 258.947418, 6.649829, -0.018897, -0.041091, -0.464436, 1.026341, 0.210721, 0.011425, 1.007573, -0.272698, 0.049571, -0.016316, 0.024793, -0.140866, 0.511984, -1.000000
1652101558.507563, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.842415, 258.930328, 6.650699, -0.019911, -0.039145, -0.473456, 1.030616, 0.211196, 0.010416, 1.008682, -0.279817, 0.046379, -0.019372, 0.038526, -0.135048, 0.512854, -1.000000
1652101558.553877, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.890442, 258.915955, 6.650699, -0.020634, -0.037503, -0.480345, 1.034890, 0.211670, 0.010416, 1.010811, -0.288346, 0.044694, -0.018422, 0.045947, -0.136773, 0.512854, -1.000000
1652101558.604086, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.942261, 258.900024, 6.650699, -0.021938, -0.034652, -0.488897, 1.040437, 0.210999, 0.010416, 1.012424, -0.298623, 0.041620, -0.031637, 0.053267, -0.134893, 0.512854, -1.000000
1652101558.653954, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 110.993919, 258.883698, 6.650699, -0.022809, -0.032623, -0.496065, 1.045984, 0.210328, 0.010416, 1.014894, -0.309138, 0.039534, -0.023781, 0.056972, -0.141751, 0.512854, -1.000000
1652101558.704285, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.046906, 258.867615, 6.653516, -0.023576, -0.029599, -0.504827, 1.052321, 0.211237, 0.008075, 1.016815, -0.321423, 0.034069, -0.016728, 0.054971, -0.145079, 0.515671, -1.000000
1652101558.753890, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.098602, 258.851105, 6.653516, -0.023435, -0.027703, -0.512197, 1.058659, 0.212147, 0.008075, 1.020440, -0.331252, 0.032270, -0.003237, 0.051935, -0.152748, 0.515671, -1.000000
1652101558.804170, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.150818, 258.833984, 6.653516, -0.022570, -0.025159, -0.521310, 1.061548, 0.210799, 0.008075, 1.023389, -0.342944, 0.029916, 0.008806, 0.049061, -0.158807, 0.515671, -1.000000
1652101558.853864, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.202408, 258.816589, 6.653516, -0.021616, -0.024126, -0.529177, 1.064436, 0.209451, 0.008075, 1.022492, -0.353620, 0.029124, 0.012372, 0.029578, -0.165056, 0.515671, -1.000000
1652101558.904407, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.257057, 258.798248, 6.652608, -0.019907, -0.022816, -0.539017, 1.070075, 0.209471, 0.006511, 1.020785, -0.366368, 0.026624, 0.019722, 0.024467, -0.172036, 0.514763, -1.000000
1652101558.953956, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.309563, 258.779907, 6.652608, -0.018601, -0.022407, -0.547441, 1.075713, 0.209492, 0.006511, 1.022489, -0.377876, 0.026589, 0.020673, 0.009799, -0.174018, 0.514763, -1.000000
1652101559.008284, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.365120, 258.759949, 6.652608, -0.016791, -0.022254, -0.557824, 1.079254, 0.212440, 0.006511, 1.023297, -0.391441, 0.026929, 0.019820, 0.008075, -0.178527, 0.514763, -1.000000
1652101559.053893, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.415146, 258.741425, 6.652608, -0.015733, -0.022987, -0.566194, 1.082794, 0.215388, 0.006511, 1.024531, -0.399393, 0.027974, 0.017819, -0.013954, -0.176811, 0.514763, -1.000000
1652101559.104353, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.465096, 258.721344, 6.655202, -0.014392, -0.024425, -0.576748, 1.082981, 0.216315, 0.006115, 1.024797, -0.409630, 0.029458, 0.007526, -0.019036, -0.179763, 0.517357, -1.000000
1652101559.153930, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.514946, 258.701111, 6.655202, -0.014616, -0.025529, -0.585436, 1.083167, 0.217241, 0.006115, 1.021841, -0.417831, 0.030596, -0.019907, -0.030870, -0.173305, 0.517357, -1.000000
1652101559.204138, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.565315, 258.680115, 6.655202, -0.016417, -0.027077, -0.595927, 1.082563, 0.216587, 0.006115, 1.018046, -0.427841, 0.031872, -0.038692, -0.020203, -0.173573, 0.517357, -1.000000
1652101559.253890, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.615051, 258.658783, 6.655202, -0.018050, -0.028123, -0.604674, 1.081959, 0.215933, 0.006115, 1.013379, -0.436907, 0.032644, -0.045628, -0.020929, -0.168144, 0.517357, -1.000000
1652101559.304363, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.660652, 258.636292, 6.655130, -0.021146, -0.029421, -0.614982, 1.076919, 0.211433, 0.005679, 1.007940, -0.447511, 0.032939, -0.059534, -0.014294, -0.165360, 0.517285, -1.000000
1652101559.353887, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.706848, 258.613861, 6.655130, -0.023733, -0.030131, -0.623436, 1.071880, 0.206932, 0.005679, 0.997398, -0.456720, 0.033103, -0.066838, -0.011787, -0.161121, 0.517285, -1.000000
1652101559.404243, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.753571, 258.590607, 6.655130, -0.027193, -0.030727, -0.633559, 1.064091, 0.201064, 0.005679, 0.986000, -0.467436, 0.032981, -0.049698, -0.002051, -0.157336, 0.517285, -1.000000
1652101559.453912, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.799400, 258.567261, 6.655130, -0.028269, -0.030865, -0.641746, 1.056302, 0.195195, 0.005679, 0.972390, -0.475529, 0.032832, -0.024131, 0.002761, -0.157153, 0.517285, -1.000000
1652101559.507477, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.854935, 258.538239, 6.654442, -0.028792, -0.030711, -0.651820, 1.057009, 0.190600, 0.005203, 0.957808, -0.485263, 0.032017, -0.009103, 0.010379, -0.152825, 0.516596, -1.000000
1652101559.553886, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.900848, 258.513733, 6.654442, -0.029331, -0.030403, -0.659668, 1.057717, 0.186005, 0.005203, 0.951721, -0.496833, 0.031743, -0.017074, 0.015437, -0.156559, 0.516596, -1.000000
1652101559.604206, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.950363, 258.486725, 6.654442, -0.030233, -0.029631, -0.669549, 1.061779, 0.183432, 0.005203, 0.944489, -0.510269, 0.030915, -0.019024, 0.020536, -0.153601, 0.516596, -1.000000
1652101559.653967, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 111.999199, 258.459534, 6.654442, -0.030771, -0.028983, -0.677813, 1.065840, 0.180859, 0.005203, 0.941805, -0.522620, 0.030327, -0.014532, 0.024156, -0.159349, 0.516596, -1.000000
1652101559.704536, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.049026, 258.434875, 6.648544, -0.030788, -0.027948, -0.687927, 1.067687, 0.182205, 0.004003, 0.938000, -0.536751, 0.028219, -0.003006, 0.024691, -0.159844, 0.510698, -1.000000
1652101559.753879, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.097275, 258.409241, 6.648544, -0.030428, -0.027291, -0.696349, 1.069534, 0.183552, 0.004003, 0.935740, -0.544794, 0.027592, 0.001120, 0.024820, -0.165116, 0.510698, -1.000000
1652101559.804423, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.146500, 258.382477, 6.648544, -0.030331, -0.026343, -0.706801, 1.075816, 0.188744, 0.004003, 0.932292, -0.554737, 0.026606, -0.005221, 0.023053, -0.167301, 0.510698, -1.000000
1652101559.853877, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.194351, 258.355896, 6.648544, -0.029622, -0.025857, -0.715616, 1.082098, 0.193937, 0.004003, 0.935522, -0.563144, 0.026226, 0.014343, 0.020081, -0.170610, 0.510698, -1.000000
1652101559.904465, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.242859, 258.329926, 6.658575, -0.027675, -0.025468, -0.726402, 1.086734, 0.200714, 0.004248, 0.937541, -0.573484, 0.026437, 0.021990, 0.012724, -0.175622, 0.520729, -1.000000
1652101559.953877, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.290070, 258.303558, 6.658575, -0.027097, -0.025437, -0.735512, 1.091370, 0.207490, 0.004248, 0.940262, -0.580089, 0.026449, 0.001838, 0.007700, -0.176110, 0.520729, -1.000000
1652101560.007492, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.341042, 258.274414, 6.658575, -0.027463, -0.025719, -0.746786, 1.087510, 0.212994, 0.004248, 0.941664, -0.588830, 0.026615, -0.017522, 0.001886, -0.182129, 0.520729, -1.000000
1652101560.053885, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.384834, 258.248749, 6.658575, -0.028036, -0.026067, -0.755686, 1.083650, 0.218497, 0.004248, 0.937348, -0.590536, 0.026621, -0.024587, -0.002179, -0.179978, 0.520729, -1.000000
1652101560.104533, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.427338, 258.215302, 6.646268, -0.029209, -0.026901, -0.766968, 1.079348, 0.214616, -0.001348, 0.931650, -0.594650, 0.021422, -0.023820, -0.006485, -0.184725, 0.508423, -1.000000
1652101560.153873, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.470016, 258.183899, 6.646268, -0.029322, -0.027597, -0.776329, 1.075047, 0.210735, -0.001348, 0.920243, -0.603089, 0.022146, -0.007176, -0.010145, -0.182719, 0.508423, -1.000000
1652101560.204350, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.513321, 258.151306, 6.646268, -0.029243, -0.028817, -0.787542, 1.072960, 0.202934, -0.001348, 0.907618, -0.613037, 0.023470, -0.004370, -0.011996, -0.184238, 0.508423, -1.000000
1652101560.253885, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.555527, 258.118896, 6.646268, -0.028745, -0.029734, -0.796934, 1.070873, 0.195133, -0.001348, 0.894767, -0.625467, 0.024723, 0.013115, -0.014467, -0.184132, 0.508423, -1.000000
1652101560.304747, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.597214, 258.086090, 6.650555, -0.027125, -0.031030, -0.808191, 1.066848, 0.187012, 0.000357, 0.880561, -0.639264, 0.028291, 0.018509, -0.013082, -0.180864, 0.512709, -1.000000
1652101560.353897, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.637634, 258.053650, 6.650555, -0.026986, -0.031822, -0.817162, 1.062822, 0.178890, 0.000357, 0.866097, -0.649737, 0.029258, -0.008722, -0.011427, -0.180452, 0.512709, -1.000000
1652101560.404441, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.678787, 258.019958, 6.650555, -0.028130, -0.032803, -0.828010, 1.060442, 0.169185, 0.000357, 0.850273, -0.661602, 0.030186, -0.022888, -0.008061, -0.174204, 0.512709, -1.000000
1652101560.453930, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.718887, 257.986420, 6.650555, -0.028511, -0.033318, -0.836920, 1.058062, 0.159479, 0.000357, 0.835530, -0.673867, 0.030861, -0.013397, -0.004330, -0.175711, 0.512709, -1.000000
1652101560.507858, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.762634, 257.951752, 6.644369, -0.029327, -0.033769, -0.847746, 1.054114, 0.152127, -0.002915, 0.819323, -0.687644, 0.028136, -0.022384, 0.001137, -0.167849, 0.506524, -1.000000
1652101560.553890, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.799591, 257.921143, 6.644369, -0.029787, -0.033904, -0.856066, 1.050167, 0.144775, -0.002915, 0.805430, -0.696269, 0.028291, -0.017133, 0.004268, -0.171503, 0.506524, -1.000000
1652101560.604435, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.839775, 257.887238, 6.644369, -0.029515, -0.033913, -0.866746, 1.046661, 0.146808, -0.002915, 0.789789, -0.706573, 0.028425, 0.000785, 0.006878, -0.168460, 0.506524, -1.000000
1652101560.653950, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.878944, 257.853516, 6.644369, -0.029125, -0.033768, -0.875497, 1.043155, 0.148840, -0.002915, 0.782896, -0.709467, 0.028151, -0.000811, 0.011070, -0.169075, 0.506524, -1.000000
1652101560.704236, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.920876, 257.819824, 6.643411, -0.028974, -0.033516, -0.886047, 1.040824, 0.154177, -0.004791, 0.774729, -0.713776, 0.025860, -0.008540, 0.011090, -0.171111, 0.505565, -1.000000
1652101560.753893, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 112.961060, 257.785919, 6.643411, -0.028800, -0.033274, -0.894951, 1.038492, 0.159514, -0.004791, 0.771054, -0.715498, 0.025402, -0.004519, 0.011986, -0.170341, 0.505565, -1.000000
1652101560.804558, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.001717, 257.750885, 6.643411, -0.028283, -0.032987, -0.905791, 1.038100, 0.165172, -0.004791, 0.766024, -0.718693, 0.024955, -0.001942, 0.011772, -0.176555, 0.505565, -1.000000
1652101560.853872, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.041000, 257.716400, 6.643411, -0.027954, -0.032823, -0.914834, 1.037707, 0.170830, -0.004791, 0.763743, -0.721834, 0.024667, -0.000399, 0.010952, -0.173697, 0.505565, -1.000000
1652101560.904694, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.078064, 257.671661, 6.652664, -0.026845, -0.032773, -0.925833, 1.043687, 0.166199, 0.000210, 0.760059, -0.726259, 0.029629, 0.009928, 0.008173, -0.179793, 0.514818, -1.000000
1652101560.954174, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.114494, 257.630798, 6.652664, -0.026578, -0.032940, -0.935009, 1.049667, 0.161568, 0.000210, 0.753181, -0.740752, 0.030168, -0.006293, 0.003287, -0.176700, 0.514818, -1.000000
1652101561.007850, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.153679, 257.585968, 6.652664, -0.027229, -0.033408, -0.946234, 1.057214, 0.154584, 0.000210, 0.744547, -0.756704, 0.030874, -0.022672, -0.000258, -0.177376, 0.514818, -1.000000
1652101561.053847, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.186882, 257.547150, 6.652664, -0.028094, -0.033966, -0.954991, 1.064761, 0.147599, 0.000210, 0.736535, -0.773371, 0.031772, -0.029299, -0.005900, -0.174393, 0.514818, -1.000000
1652101561.104735, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.223358, 257.508636, 6.641991, -0.029328, -0.035012, -0.965951, 1.067688, 0.144510, -0.006318, 0.726510, -0.791842, 0.026634, -0.025685, -0.009870, -0.170157, 0.504146, -1.000000
1652101561.153888, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.258270, 257.469482, 6.641991, -0.030333, -0.035924, -0.974796, 1.070615, 0.141420, -0.006318, 0.718542, -0.802379, 0.027656, -0.031776, -0.013493, -0.168873, 0.504146, -1.000000
1652101561.204409, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.293716, 257.428894, 6.641991, -0.032485, -0.037399, -0.985377, 1.072367, 0.135026, -0.006318, 0.709017, -0.814065, 0.029130, -0.044739, -0.017154, -0.159314, 0.504146, -1.000000
1652101561.253941, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.328072, 257.388794, 6.641991, -0.034089, -0.038458, -0.993965, 1.074120, 0.128632, -0.006318, 0.697566, -0.825061, 0.030323, -0.042752, -0.018007, -0.159703, 0.504146, -1.000000
1652101561.304832, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.360306, 257.342438, 6.641036, -0.036829, -0.040022, -1.004174, 1.079078, 0.115781, -0.006753, 0.684602, -0.837050, 0.031502, -0.055923, -0.018407, -0.150895, 0.503190, -1.000000
1652101561.353895, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.391815, 257.298981, 6.641036, -0.038828, -0.040960, -1.012391, 1.084036, 0.102931, -0.006753, 0.669395, -0.853630, 0.032954, -0.052608, -0.015730, -0.151755, 0.503190, -1.000000
1652101561.404624, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.423912, 257.253845, 6.641036, -0.040088, -0.042199, -1.022440, 1.082622, 0.100369, -0.006753, 0.652366, -0.871193, 0.034869, -0.012954, -0.012688, -0.149726, 0.503190, -1.000000
1652101561.453870, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.454712, 257.209686, 6.641036, -0.039986, -0.042816, -1.030725, 1.081208, 0.097808, -0.006753, 0.642191, -0.876649, 0.035589, 0.000190, -0.008295, -0.148585, 0.503190, -1.000000
1652101561.509005, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.490273, 257.164764, 6.645477, -0.039490, -0.043440, -1.040929, 1.077381, 0.100236, -0.004417, 0.630308, -0.883069, 0.038685, 0.005601, -0.001803, -0.152845, 0.507631, -1.000000
1652101561.553890, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.519714, 257.125092, 6.645477, -0.038933, -0.043569, -1.048962, 1.073555, 0.102664, -0.004417, 0.623395, -0.883575, 0.038619, 0.012457, 0.003207, -0.151205, 0.507631, -1.000000
1652101561.603993, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.551300, 257.081696, 6.645477, -0.037027, -0.043364, -1.059140, 1.074348, 0.101197, -0.004417, 0.614628, -0.885349, 0.038332, 0.033333, 0.012137, -0.160425, 0.507631, -1.000000
1652101561.654073, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.582573, 257.037933, 6.645477, -0.035718, -0.042905, -1.067683, 1.075142, 0.099730, -0.004417, 0.606154, -0.891971, 0.038060, 0.027965, 0.017207, -0.158815, 0.507631, -1.000000
1652101561.704269, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.612587, 256.992859, 6.641896, -0.033732, -0.041864, -1.077849, 1.076470, 0.096658, -0.003285, 0.596178, -0.899437, 0.038356, 0.032342, 0.026045, -0.167295, 0.504050, -1.000000
1652101561.753991, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.642212, 256.948273, 6.641896, -0.032107, -0.040946, -1.086511, 1.077798, 0.093586, -0.003285, 0.586286, -0.907188, 0.037684, 0.036587, 0.029160, -0.169974, 0.504050, -1.000000
1652101561.804545, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.671547, 256.903168, 6.641896, -0.029367, -0.039249, -1.097008, 1.075920, 0.096971, -0.003285, 0.574641, -0.915909, 0.036265, 0.041073, 0.036141, -0.172404, 0.504050, -1.000000
1652101561.853881, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.700424, 256.857849, 6.641896, -0.027213, -0.037971, -1.105872, 1.074043, 0.100355, -0.003285, 0.568713, -0.917804, 0.034926, 0.048761, 0.039449, -0.178287, 0.504050, -1.000000
1652101561.904724, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.732948, 256.810913, 6.656012, -0.023032, -0.035948, -1.116742, 1.074803, 0.107637, -0.001301, 0.560977, -0.920717, 0.034992, 0.068056, 0.039780, -0.175983, 0.518167, -1.000000
1652101561.953906, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.762833, 256.765320, 6.656012, -0.019691, -0.034632, -1.125796, 1.075563, 0.114919, -0.001301, 0.559544, -0.923340, 0.033797, 0.073407, 0.038827, -0.182374, 0.518167, -1.000000
1652101562.007852, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.792770, 256.718658, 6.656012, -0.015454, -0.032824, -1.136850, 1.078735, 0.117212, -0.001301, 0.556261, -0.927135, 0.032223, 0.048944, 0.034665, -0.178520, 0.518167, -1.000000
1652101562.053897, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.822128, 256.671844, 6.656012, -0.013731, -0.031698, -1.146037, 1.081908, 0.119504, -0.001301, 0.551133, -0.934176, 0.031279, 0.026023, 0.033643, -0.181232, 0.518167, -1.000000
1652101562.104162, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.852348, 256.626587, 6.647484, -0.012641, -0.030244, -1.157290, 1.083242, 0.124363, 0.000532, 0.543978, -0.942278, 0.031737, -0.000929, 0.028279, -0.180908, 0.509638, -1.000000
1652101562.153878, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.881462, 256.580658, 6.647484, -0.012741, -0.029346, -1.166700, 1.084576, 0.129222, 0.000532, 0.540090, -0.946699, 0.030732, -0.018318, 0.026799, -0.178665, 0.509638, -1.000000
1652101562.204558, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.910255, 256.534180, 6.647484, -0.014154, -0.028244, -1.177948, 1.085375, 0.135686, 0.000532, 0.534421, -0.952123, 0.029332, -0.041946, 0.022937, -0.182848, 0.509638, -1.000000
1652101562.253893, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.938538, 256.487488, 6.647484, -0.016127, -0.027602, -1.187380, 1.086174, 0.142150, 0.000532, 0.531717, -0.955472, 0.028300, -0.066825, 0.020569, -0.177524, 0.509638, -1.000000
1652101562.304783, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.967857, 256.441010, 6.650998, -0.020072, -0.026778, -1.198680, 1.086020, 0.150575, 0.000151, 0.527202, -0.959867, 0.026381, -0.076887, 0.019749, -0.181506, 0.513153, -1.000000
1652101562.353901, lauv-thor, 49, 1.10724893, 0.18079112, 46.131001, 113.995491, 256.395203, 6.650998, -0.023162, -0.026341, -1.208008, 1.085866, 0.159000, 0.000151, 0.526047, -0.961639, 0.025269, -0.085288, 0.017226, -0.177006, 0.513153, -1.000000
